rank,source_type,source,candidate_id,score,context_snippet,suggested_id,reason
1360,pdf_image,MODULE 3_MindChange_part3#page=6#docs\pdf_images\MODULE 3_MindChange_part3\page_6_img1.png,M3-Q16,0.120,"Google effect
EXPERIMENT 1:
• Each block was followed by a 
modified Stroop task to test 
reaction times to matched 
computer (e.g. presentation of 
wards such as “screen”, or 
“google”) and everyday terms.
< RTs for naming the color of interested 
words
PIZZA
SCREEN",,
1361,pdf_image,MODULE 3_MindChange_part3#page=6#docs\pdf_images\MODULE 3_MindChange_part3\page_6_img2.png,M3-Q16,0.120,"Google effect
EXPERIMENT 1:
• Each block was followed by a 
modified Stroop task to test 
reaction times to matched 
computer (e.g. presentation of 
wards such as “screen”, or 
“google”) and everyday terms.
< RTs for naming the color of interested 
words
PIZZA
SCREEN",,
1362,pdf_image,MODULE 3_MindChange_part3#page=6#docs\pdf_images\MODULE 3_MindChange_part3\page_6_img3.png,M3-Q16,0.120,"Google effect
EXPERIMENT 1:
• Each block was followed by a 
modified Stroop task to test 
reaction times to matched 
computer (e.g. presentation of 
wards such as “screen”, or 
“google”) and everyday terms.
< RTs for naming the color of interested 
words
PIZZA
SCREEN",,
1363,pdf_image,MODULE 3_MindChange_part3#page=7#docs\pdf_images\MODULE 3_MindChange_part3\page_7_img1.png,M3-Q08,0.106,"Google effect
EXPERIMENT 1:
• Paired within-subject t tests were 
conducted on color-naming reaction 
times to computer and general words 
after the easy and difficult question 
blocks.
• RESULTS: computer words were more 
accessible then general words when 
participants had encountered a series 
of",,
1364,pdf_image,MODULE 3_MindChange_part3#page=7#docs\pdf_images\MODULE 3_MindChange_part3\page_7_img2.png,M3-Q08,0.106,"Google effect
EXPERIMENT 1:
• Paired within-subject t tests were 
conducted on color-naming reaction 
times to computer and general words 
after the easy and difficult question 
blocks.
• RESULTS: computer words were more 
accessible then general words when 
participants had encountered a series 
of",,
1365,pdf_image,MODULE 3_MindChange_part3#page=7#docs\pdf_images\MODULE 3_MindChange_part3\page_7_img3.png,M3-Q08,0.106,"Google effect
EXPERIMENT 1:
• Paired within-subject t tests were 
conducted on color-naming reaction 
times to computer and general words 
after the easy and difficult question 
blocks.
• RESULTS: computer words were more 
accessible then general words when 
participants had encountered a series 
of",,
1366,pdf_image,MODULE 3_MindChange_part3#page=8#docs\pdf_images\MODULE 3_MindChange_part3\page_8_img1.png,M1-Q20,0.096,"Google effect
EXPERIMENT 2:
• Authors tested whether people 
remembered information that 
they expected to have later 
access to 
• Participants had to read 40 
statements. 
• Participants divided in 2 groups:
• Half of them were led to believe 
the statements would be saved and 
available to look u",,
1367,pdf_image,MODULE 3_MindChange_part3#page=8#docs\pdf_images\MODULE 3_MindChange_part3\page_8_img2.png,M1-Q20,0.096,"Google effect
EXPERIMENT 2:
• Authors tested whether people 
remembered information that 
they expected to have later 
access to 
• Participants had to read 40 
statements. 
• Participants divided in 2 groups:
• Half of them were led to believe 
the statements would be saved and 
available to look u",,
1368,pdf_image,MODULE 3_MindChange_part3#page=8#docs\pdf_images\MODULE 3_MindChange_part3\page_8_img3.png,M1-Q20,0.096,"Google effect
EXPERIMENT 2:
• Authors tested whether people 
remembered information that 
they expected to have later 
access to 
• Participants had to read 40 
statements. 
• Participants divided in 2 groups:
• Half of them were led to believe 
the statements would be saved and 
available to look u",,
1369,pdf_image,MODULE 3_MindChange_part3#page=9#docs\pdf_images\MODULE 3_MindChange_part3\page_9_img1.png,M1-Q29,0.119,"Google effect
EXPERIMENT 2:
• RESULTS: Participants apparently 
did not make the effort to 
remember when they thought 
they could later look up the 
trivia statements they had read. 
• CONCLUSIONS: Because search 
engines are continually available 
to us, we may often be in a state 
of not feeling ",,
1370,pdf_image,MODULE 3_MindChange_part3#page=9#docs\pdf_images\MODULE 3_MindChange_part3\page_9_img2.png,M1-Q29,0.119,"Google effect
EXPERIMENT 2:
• RESULTS: Participants apparently 
did not make the effort to 
remember when they thought 
they could later look up the 
trivia statements they had read. 
• CONCLUSIONS: Because search 
engines are continually available 
to us, we may often be in a state 
of not feeling ",,
1371,pdf_image,MODULE 3_MindChange_part3#page=9#docs\pdf_images\MODULE 3_MindChange_part3\page_9_img3.png,M1-Q29,0.119,"Google effect
EXPERIMENT 2:
• RESULTS: Participants apparently 
did not make the effort to 
remember when they thought 
they could later look up the 
trivia statements they had read. 
• CONCLUSIONS: Because search 
engines are continually available 
to us, we may often be in a state 
of not feeling ",,
1372,pdf_image,MODULE 3_MindChange_part3#page=10#docs\pdf_images\MODULE 3_MindChange_part3\page_10_img1.png,M4-Q11,0.105,"Google effect
EXPERIMENT 3:
• Authors tested memory for where
to find information that one might 
look up online.
• Participants again red and typed in 
statements, this time in three 
within subject conditions:
1/3 questions →“Your entry 
has been saved in a general folder.”
1/3 questions →“Your en",M1-Q11,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1373,pdf_image,MODULE 3_MindChange_part3#page=10#docs\pdf_images\MODULE 3_MindChange_part3\page_10_img2.png,M4-Q11,0.105,"Google effect
EXPERIMENT 3:
• Authors tested memory for where
to find information that one might 
look up online.
• Participants again red and typed in 
statements, this time in three 
within subject conditions:
1/3 questions →“Your entry 
has been saved in a general folder.”
1/3 questions →“Your en",M1-Q11,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1374,pdf_image,MODULE 3_MindChange_part3#page=10#docs\pdf_images\MODULE 3_MindChange_part3\page_10_img3.png,M4-Q11,0.105,"Google effect
EXPERIMENT 3:
• Authors tested memory for where
to find information that one might 
look up online.
• Participants again red and typed in 
statements, this time in three 
within subject conditions:
1/3 questions →“Your entry 
has been saved in a general folder.”
1/3 questions →“Your en",M1-Q11,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1375,pdf_image,MODULE 3_MindChange_part3#page=10#docs\pdf_images\MODULE 3_MindChange_part3\page_10_img4.png,M4-Q11,0.105,"Google effect
EXPERIMENT 3:
• Authors tested memory for where
to find information that one might 
look up online.
• Participants again red and typed in 
statements, this time in three 
within subject conditions:
1/3 questions →“Your entry 
has been saved in a general folder.”
1/3 questions →“Your en",M1-Q11,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1376,pdf_image,MODULE 3_MindChange_part3#page=11#docs\pdf_images\MODULE 3_MindChange_part3\page_11_img1.png,M1-Q12,0.103,"Google effect
EXPERIMENT 3:
• Recognition trial: 
Participants had to judge yes or no 
1) whether the statement they were 
now shown was exactly what they 
had read
2) whether the statement had been 
saved or erased, and finally,
3) if the statement had been saved 
to a folder, which folder it had b",,
1377,pdf_image,MODULE 3_MindChange_part3#page=12#docs\pdf_images\MODULE 3_MindChange_part3\page_12_img1.png,M3-Q16,0.111,"Google effect
EXPERIMENT 3:
“Was this statement exactly what you 
read?” 
RESULTS: Participants recognized the 
accuracy of a large proportion of 
statements. But for those statements 
they believed had been erased, 
participants had the best memory.
CONCLUSION: believing that one won’t 
have access",,
1378,pdf_image,MODULE 3_MindChange_part3#page=13#docs\pdf_images\MODULE 3_MindChange_part3\page_13_img1.png,M3-Q16,0.117,"Google effect
EXPERIMENT 3:
“Was this statement saved or erased?”
RESULTS: Participants accurately 
remembered what they had saved more 
than they accurately remembered what they 
had erased.
CONCLUSION:  believing the information 
was saved externally enhances memory for 
the fact that the informat",,
1379,pdf_image,MODULE 3_MindChange_part3#page=14#docs\pdf_images\MODULE 3_MindChange_part3\page_14_img1.png,M1-Q20,0.094,"Google effect
EXPERIMENT 3:
“If the information was saved, what
folder was it saved into?”
RESULTS: Participants did remember more that the information 
was erased than specifically whether the information was 
generally saved or which folder it was saved into.
CONCLUSION: This result is a reminder ",,
1380,pdf_image,MODULE 3_MindChange_part3#page=15#docs\pdf_images\MODULE 3_MindChange_part3\page_15_img1.png,M1-Q29,0.125,"Google effect
EXPERIMENT 4: 
• Was conducted to see if 
people would recall “where”
to find information more than 
the information itself (“what”)
• Participants believed all trivia 
statements that they typed 
would be saved into one of 
five generic folders
Statement: The capital of Karnataka is B",,
1381,pdf_image,MODULE 3_MindChange_part3#page=15#docs\pdf_images\MODULE 3_MindChange_part3\page_15_img2.png,M1-Q29,0.125,"Google effect
EXPERIMENT 4: 
• Was conducted to see if 
people would recall “where”
to find information more than 
the information itself (“what”)
• Participants believed all trivia 
statements that they typed 
would be saved into one of 
five generic folders
Statement: The capital of Karnataka is B",,
1382,pdf_image,MODULE 3_MindChange_part3#page=15#docs\pdf_images\MODULE 3_MindChange_part3\page_15_img3.png,M1-Q29,0.125,"Google effect
EXPERIMENT 4: 
• Was conducted to see if 
people would recall “where”
to find information more than 
the information itself (“what”)
• Participants believed all trivia 
statements that they typed 
would be saved into one of 
five generic folders
Statement: The capital of Karnataka is B",,
1383,pdf_image,MODULE 3_MindChange_part3#page=16#docs\pdf_images\MODULE 3_MindChange_part3\page_16_img1.png,M1-Q12,0.102,"Google effect
EXPERIMENT 4:
RESULTS: 
• When asked to recall the folder names, 
they did so at greater rates than they 
recalled the trivia statements themselves. 
• A deeper analysis revealed that people do 
not necessarily remember where to find 
certain information when they 
remember what it was",,
1384,pdf_image,MODULE 3_MindChange_part3#page=16#docs\pdf_images\MODULE 3_MindChange_part3\page_16_img2.png,M1-Q12,0.102,"Google effect
EXPERIMENT 4:
RESULTS: 
• When asked to recall the folder names, 
they did so at greater rates than they 
recalled the trivia statements themselves. 
• A deeper analysis revealed that people do 
not necessarily remember where to find 
certain information when they 
remember what it was",,
1385,pdf_image,MODULE 3_MindChange_part3#page=16#docs\pdf_images\MODULE 3_MindChange_part3\page_16_img3.png,M1-Q12,0.102,"Google effect
EXPERIMENT 4:
RESULTS: 
• When asked to recall the folder names, 
they did so at greater rates than they 
recalled the trivia statements themselves. 
• A deeper analysis revealed that people do 
not necessarily remember where to find 
certain information when they 
remember what it was",,
1386,pdf_image,MODULE 3_MindChange_part3#page=17#docs\pdf_images\MODULE 3_MindChange_part3\page_17_img1.png,M1-Q12,0.161,"• The Internet has become a 
primary form of external or 
transactive memory, where 
information is stored 
collectively outside ourselves.
• Google can “affect” memory… 
which kind of memory?
Google effect
",,
1387,pdf_image,MODULE 3_MindChange_part3#page=18#docs\pdf_images\MODULE 3_MindChange_part3\page_18_img1.png,M4-Q05,0.137,"Different memories
• Nondeclarative memory (or implicit or procedural memory)
• Declarative (or explicit) memory
• Episodic
• Semantic
",M1-Q05,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1388,pdf_image,MODULE 3_MindChange_part3#page=18#docs\pdf_images\MODULE 3_MindChange_part3\page_18_img2.png,M4-Q05,0.137,"Different memories
• Nondeclarative memory (or implicit or procedural memory)
• Declarative (or explicit) memory
• Episodic
• Semantic
",M1-Q05,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1389,pdf_image,MODULE 3_MindChange_part3#page=18#docs\pdf_images\MODULE 3_MindChange_part3\page_18_img3.png,M4-Q05,0.137,"Different memories
• Nondeclarative memory (or implicit or procedural memory)
• Declarative (or explicit) memory
• Episodic
• Semantic
",M1-Q05,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1390,pdf_image,MODULE 3_MindChange_part3#page=18#docs\pdf_images\MODULE 3_MindChange_part3\page_18_img4.png,M4-Q05,0.137,"Different memories
• Nondeclarative memory (or implicit or procedural memory)
• Declarative (or explicit) memory
• Episodic
• Semantic
",M1-Q05,Context keywords match Programma Module 1/3 themes; suggest remap to M1 (conservative).
1391,pdf_image,MODULE 3_MindChange_part3#page=19#docs\pdf_images\MODULE 3_MindChange_part3\page_19_img1.png,M1-Q16,0.100,"Googling
• Using computer search engines to find information on the Internet 
has become a frequent daily activity of people at any age, including 
middle aged and older adults.
• Cross-sectional, exploratory observational study
• N = 24 (age 55-76)
N = 12 →Net Naive group (minimal search 
engine ex",,
1392,pdf_image,MODULE 3_MindChange_part3#page=20#docs\pdf_images\MODULE 3_MindChange_part3\page_20_img1.png,M3-Q10,0.129,"•Task: Patterns of brain activation during functional MRI 
scanning were determined while subjects performed 
1. a novel Internet search task
Googling
2.   or a control task of reading text on a 
computer screen formatted to simulate 
the prototypic layout of a printed book
 Read 
this text",,
1393,pdf_image,MODULE 3_MindChange_part3#page=20#docs\pdf_images\MODULE 3_MindChange_part3\page_20_img2.png,M3-Q10,0.129,"•Task: Patterns of brain activation during functional MRI 
scanning were determined while subjects performed 
1. a novel Internet search task
Googling
2.   or a control task of reading text on a 
computer screen formatted to simulate 
the prototypic layout of a printed book
 Read 
this text",,
1394,pdf_image,MODULE 3_MindChange_part3#page=20#docs\pdf_images\MODULE 3_MindChange_part3\page_20_img3.png,M3-Q10,0.129,"•Task: Patterns of brain activation during functional MRI 
scanning were determined while subjects performed 
1. a novel Internet search task
Googling
2.   or a control task of reading text on a 
computer screen formatted to simulate 
the prototypic layout of a printed book
 Read 
this text",,
1395,pdf_image,MODULE 3_MindChange_part3#page=21#docs\pdf_images\MODULE 3_MindChange_part3\page_21_img1.png,M3-Q08,0.135,"While the brains of the two groups 
showed similar patterns of 
activation during the text reading 
task…
Googling
Read 
this text
…the activation patterns were 
markedly different during the 
Internet search task",,
1396,pdf_image,MODULE 3_MindChange_part3#page=21#docs\pdf_images\MODULE 3_MindChange_part3\page_21_img2.png,M3-Q08,0.135,"While the brains of the two groups 
showed similar patterns of 
activation during the text reading 
task…
Googling
Read 
this text
…the activation patterns were 
markedly different during the 
Internet search task",,
1397,pdf_image,MODULE 3_MindChange_part3#page=21#docs\pdf_images\MODULE 3_MindChange_part3\page_21_img3.png,M3-Q08,0.135,"While the brains of the two groups 
showed similar patterns of 
activation during the text reading 
task…
Googling
Read 
this text
…the activation patterns were 
markedly different during the 
Internet search task",,
1398,pdf_image,MODULE 3_MindChange_part3#page=22#docs\pdf_images\MODULE 3_MindChange_part3\page_22_img1.png,M1-Q20,0.139,"• The brain scans of the Net-naive group 
showed an activation pattern similar to that 
of their text reading task.
• Net-savvy group demonstrated significant 
increases in activity in additional regions 
that control decision making, complex 
reasoning, and vision
• After only five days of spending",,
1399,pdf_image,MODULE 3_MindChange_part3#page=22#docs\pdf_images\MODULE 3_MindChange_part3\page_22_img2.png,M1-Q20,0.139,"• The brain scans of the Net-naive group 
showed an activation pattern similar to that 
of their text reading task.
• Net-savvy group demonstrated significant 
increases in activity in additional regions 
that control decision making, complex 
reasoning, and vision
• After only five days of spending",,
1400,pdf_image,MODULE 3_MindChange_part3#page=22#docs\pdf_images\MODULE 3_MindChange_part3\page_22_img3.png,M1-Q20,0.139,"• The brain scans of the Net-naive group 
showed an activation pattern similar to that 
of their text reading task.
• Net-savvy group demonstrated significant 
increases in activity in additional regions 
that control decision making, complex 
reasoning, and vision
• After only five days of spending",,
1401,pdf_image,MODULE 3_MindChange_part3#page=23#docs\pdf_images\MODULE 3_MindChange_part3\page_23_img1.png,M1-Q12,0.115,"When we search information we organize facts
Connections 
between facts
Highlight 
concepts
Create 
maps
History
Hyperlinks
Key words
VideosAudio",,
1402,pdf_image,MODULE 3_MindChange_part3#page=23#docs\pdf_images\MODULE 3_MindChange_part3\page_23_img2.png,M1-Q12,0.115,"When we search information we organize facts
Connections 
between facts
Highlight 
concepts
Create 
maps
History
Hyperlinks
Key words
VideosAudio",,
1403,pdf_image,MODULE 3_MindChange_part3#page=23#docs\pdf_images\MODULE 3_MindChange_part3\page_23_img3.png,M1-Q12,0.115,"When we search information we organize facts
Connections 
between facts
Highlight 
concepts
Create 
maps
History
Hyperlinks
Key words
VideosAudio",,
1404,pdf_image,MODULE 3_MindChange_part3#page=23#docs\pdf_images\MODULE 3_MindChange_part3\page_23_img4.png,M1-Q12,0.115,"When we search information we organize facts
Connections 
between facts
Highlight 
concepts
Create 
maps
History
Hyperlinks
Key words
VideosAudio",,
1405,pdf_image,MODULE 3_MindChange_part3#page=24#docs\pdf_images\MODULE 3_MindChange_part3\page_24_img1.png,M3-Q10,0.127,"Internet 
exploration
• As a type of hypermedia, the Internet combines graphics, 
audio, video, text and hyperlinks in an interactive and 
nonlinear environment. 
• Users must decide how to find information, what 
information to read, which hyperlinks to followand 
when to modify behaviours. 
• Cons",,
1406,pdf_image,MODULE 3_MindChange_part3#page=24#docs\pdf_images\MODULE 3_MindChange_part3\page_24_img2.png,M3-Q10,0.127,"Internet 
exploration
• As a type of hypermedia, the Internet combines graphics, 
audio, video, text and hyperlinks in an interactive and 
nonlinear environment. 
• Users must decide how to find information, what 
information to read, which hyperlinks to followand 
when to modify behaviours. 
• Cons",,
1407,pdf_image,MODULE 3_MindChange_part3#page=25#docs\pdf_images\MODULE 3_MindChange_part3\page_25_img1.png,M3-Q10,0.106,"Internet 
exploration
• Researchers have identified that learners with low
domain knowledge, on average, have exhibited little or 
no learning gains after studying from hypermedia 
environments, including the Internet
• In general, attention has been regarded as a major 
influence on the information",,
1408,pdf_image,MODULE 3_MindChange_part3#page=25#docs\pdf_images\MODULE 3_MindChange_part3\page_25_img2.png,M3-Q10,0.106,"Internet 
exploration
• Researchers have identified that learners with low
domain knowledge, on average, have exhibited little or 
no learning gains after studying from hypermedia 
environments, including the Internet
• In general, attention has been regarded as a major 
influence on the information",,
1409,pdf_image,MODULE 3_MindChange_part3#page=26#docs\pdf_images\MODULE 3_MindChange_part3\page_26_img1.png,M4-Q11,0.116,"• Eye-gaze was recorded
• Eye-gaze information was used to 
determine the time spent 
attending to relevant information. 
• Based on the time spent viewing 
relevant look zones the following 
two scores were created: 
(a) the duration of time spent 
within the look-zone during 
the initial visit of ",,
1410,pdf_image,MODULE 3_MindChange_part3#page=27#docs\pdf_images\MODULE 3_MindChange_part3\page_27_img1.png,M3-Q14,0.115,"Internet 
exploration
• N = 84 undergraduate students with high 
and low levels of sustained attention (65 
females and 19 males, with a mean age 
of 20.46 years)
• Students were tasked with navigating 
the Internet for 20 minutes to learn 
about how tropical cyclones form",,
1411,pdf_image,MODULE 3_MindChange_part3#page=27#docs\pdf_images\MODULE 3_MindChange_part3\page_27_img2.png,M3-Q14,0.115,"Internet 
exploration
• N = 84 undergraduate students with high 
and low levels of sustained attention (65 
females and 19 males, with a mean age 
of 20.46 years)
• Students were tasked with navigating 
the Internet for 20 minutes to learn 
about how tropical cyclones form",,
1412,pdf_image,MODULE 3_MindChange_part3#page=28#docs\pdf_images\MODULE 3_MindChange_part3\page_28_img1.png,M1-Q12,0.132,"• Students with high level of attention →more frequently guided their 
learning in a linear manner, alternating between search engine results 
and first links. Rarely did these learners select hyperlinks presented 
on the links themselves, and it was these students who performed 
better on the test
",,
1413,pdf_image,MODULE 3_MindChange_part3#page=28#docs\pdf_images\MODULE 3_MindChange_part3\page_28_img2.png,M1-Q12,0.132,"• Students with high level of attention →more frequently guided their 
learning in a linear manner, alternating between search engine results 
and first links. Rarely did these learners select hyperlinks presented 
on the links themselves, and it was these students who performed 
better on the test
",,
1414,pdf_image,MODULE 3_MindChange_part3#page=29#docs\pdf_images\MODULE 3_MindChange_part3\page_29_img1.png,M3-Q10,0.106,"• Learners with low levels of sustained attention →typically took advantage 
of the opportunity to jump around between sources of information. While 
they alternated between search engine results and first links, the low-
attending learners engaged in far more exploration of the hyperlinks 
presente",,
1415,pdf_image,MODULE 3_MindChange_part3#page=29#docs\pdf_images\MODULE 3_MindChange_part3\page_29_img2.png,M3-Q10,0.106,"• Learners with low levels of sustained attention →typically took advantage 
of the opportunity to jump around between sources of information. While 
they alternated between search engine results and first links, the low-
attending learners engaged in far more exploration of the hyperlinks 
presente",,
1416,pdf_image,MODULE 3_MindChange_part3#page=30#docs\pdf_images\MODULE 3_MindChange_part3\page_30_img1.png,M1-Q20,0.111,"Internet exploration 
and generations 
• Such variations in 
performance can be even 
more marked when we look 
across age groups
Google generation
(born after 1993)
Generation Y
(1973<born<1994)
Generation X
(born before 1973)
→Younger generations were faster but less confident about 
the answers",,
1417,pdf_image,MODULE 3_MindChange_part3#page=31#docs\pdf_images\MODULE 3_MindChange_part3\page_31_img1.png,M1-Q28,0.133,"Reading
from books to 
screens
 Read 
this text",,
1418,pdf_image,MODULE 3_MindChange_part3#page=31#docs\pdf_images\MODULE 3_MindChange_part3\page_31_img2.png,M1-Q28,0.133,"Reading
from books to 
screens
 Read 
this text",,
1419,pdf_image,MODULE 3_MindChange_part3#page=31#docs\pdf_images\MODULE 3_MindChange_part3\page_31_img3.png,M1-Q28,0.133,"Reading
from books to 
screens
 Read 
this text",,
1420,pdf_image,MODULE 3_MindChange_part3#page=31#docs\pdf_images\MODULE 3_MindChange_part3\page_31_img4.png,M1-Q28,0.133,"Reading
from books to 
screens
 Read 
this text",,
1421,pdf_image,MODULE 3_MindChange_part3#page=32#docs\pdf_images\MODULE 3_MindChange_part3\page_32_img1.png,M3-Q08,0.117,"Readings
• The authors explored 
effects of the 
technological interface 
on reading 
comprehension in a 
Norwegian school 
context
• N = 72 tenth graders from 
2 different primary 
schools in Norway.
• Students randomized into 2 groups:
Read 
this text
Read the same text as pdf 
on a computer scree",,
1422,pdf_image,MODULE 3_MindChange_part3#page=32#docs\pdf_images\MODULE 3_MindChange_part3\page_32_img2.png,M3-Q08,0.117,"Readings
• The authors explored 
effects of the 
technological interface 
on reading 
comprehension in a 
Norwegian school 
context
• N = 72 tenth graders from 
2 different primary 
schools in Norway.
• Students randomized into 2 groups:
Read 
this text
Read the same text as pdf 
on a computer scree",,
1423,pdf_image,MODULE 3_MindChange_part3#page=32#docs\pdf_images\MODULE 3_MindChange_part3\page_32_img3.png,M3-Q08,0.117,"Readings
• The authors explored 
effects of the 
technological interface 
on reading 
comprehension in a 
Norwegian school 
context
• N = 72 tenth graders from 
2 different primary 
schools in Norway.
• Students randomized into 2 groups:
Read 
this text
Read the same text as pdf 
on a computer scree",,
1424,pdf_image,MODULE 3_MindChange_part3#page=32#docs\pdf_images\MODULE 3_MindChange_part3\page_32_img4.png,M3-Q08,0.117,"Readings
• The authors explored 
effects of the 
technological interface 
on reading 
comprehension in a 
Norwegian school 
context
• N = 72 tenth graders from 
2 different primary 
schools in Norway.
• Students randomized into 2 groups:
Read 
this text
Read the same text as pdf 
on a computer scree",,
1425,pdf_image,MODULE 3_MindChange_part3#page=33#docs\pdf_images\MODULE 3_MindChange_part3\page_33_img1.png,M4-Q17,0.116,"Readings
• Regression analysis was 
carried out to investigate to 
what extent reading 
modality would influence 
the students’ scores on the 
reading comprehension 
measure
• RESULTS: students who 
read texts in print scored 
better on the reading 
comprehension test
• Pedagogical implications?
",,
1426,pdf_image,MODULE 3_MindChange_part3#page=33#docs\pdf_images\MODULE 3_MindChange_part3\page_33_img2.png,M4-Q17,0.116,"Readings
• Regression analysis was 
carried out to investigate to 
what extent reading 
modality would influence 
the students’ scores on the 
reading comprehension 
measure
• RESULTS: students who 
read texts in print scored 
better on the reading 
comprehension test
• Pedagogical implications?
",,
1427,pdf_image,MODULE 3_MindChange_part3#page=33#docs\pdf_images\MODULE 3_MindChange_part3\page_33_img3.png,M4-Q17,0.116,"Readings
• Regression analysis was 
carried out to investigate to 
what extent reading 
modality would influence 
the students’ scores on the 
reading comprehension 
measure
• RESULTS: students who 
read texts in print scored 
better on the reading 
comprehension test
• Pedagogical implications?
",,
1428,pdf_image,MODULE 3_MindChange_part3#page=33#docs\pdf_images\MODULE 3_MindChange_part3\page_33_img4.png,M4-Q17,0.116,"Readings
• Regression analysis was 
carried out to investigate to 
what extent reading 
modality would influence 
the students’ scores on the 
reading comprehension 
measure
• RESULTS: students who 
read texts in print scored 
better on the reading 
comprehension test
• Pedagogical implications?
",,
1429,pdf_image,MODULE 3_MindChange_part3#page=34#docs\pdf_images\MODULE 3_MindChange_part3\page_34_img1.png,M1-Q29,0.138,"Readings
• This paper aims to assess the 
usability of electronic books (e-
books) and paper books (p-
books) with objective measures, 
including user comprehension, 
eye fatigue, and perception
• N = 56 sixth-year public school 
students participated in this 
study
",,
1430,pdf_image,MODULE 3_MindChange_part3#page=35#docs\pdf_images\MODULE 3_MindChange_part3\page_35_img1.png,M3-Q10,0.113,"Readings
• Eye fatigue →Participants’ eye fatigues were measured by critical 
flicker/fusion frequency (CFF) threshold. 
• CFF is defined as the frequency at which a flickering light is in 
distinguishable from steady, non-flickering light
• CFF is widely used as highly sensitive measurement to eval",,
1431,pdf_image,MODULE 3_MindChange_part3#page=35#docs\pdf_images\MODULE 3_MindChange_part3\page_35_img2.png,M3-Q10,0.113,"Readings
• Eye fatigue →Participants’ eye fatigues were measured by critical 
flicker/fusion frequency (CFF) threshold. 
• CFF is defined as the frequency at which a flickering light is in 
distinguishable from steady, non-flickering light
• CFF is widely used as highly sensitive measurement to eval",,
1432,pdf_image,MODULE 3_MindChange_part3#page=36#docs\pdf_images\MODULE 3_MindChange_part3\page_36_img1.png,M4-Q22,0.131,"Readings
This paper was conducted in the 
following order: 
1) pre-CFF measurement, 
2) p-/e-book reading,
3) post-CFF measurement, 
4) quiz and questionnaire. 
5) exit
",,
1433,pdf_image,MODULE 3_MindChange_part3#page=36#docs\pdf_images\MODULE 3_MindChange_part3\page_36_img2.png,M4-Q22,0.131,"Readings
This paper was conducted in the 
following order: 
1) pre-CFF measurement, 
2) p-/e-book reading,
3) post-CFF measurement, 
4) quiz and questionnaire. 
5) exit
",,
1434,pdf_image,MODULE 3_MindChange_part3#page=37#docs\pdf_images\MODULE 3_MindChange_part3\page_37_img1.png,M3-Q14,0.107,"Readings
RESULTS: 
1) there is a significant “book 
effect” on quiz scores →
compared to e-books, p-books 
appear to enable better 
reading comprehension
2) Regarding eye fatigue, students 
had significantly greater eye 
fatigue after reading e-books 
than after reading p-books. 
3) Students were sa",,
1435,pdf_image,MODULE 3_MindChange_part3#page=37#docs\pdf_images\MODULE 3_MindChange_part3\page_37_img2.png,M3-Q14,0.107,"Readings
RESULTS: 
1) there is a significant “book 
effect” on quiz scores →
compared to e-books, p-books 
appear to enable better 
reading comprehension
2) Regarding eye fatigue, students 
had significantly greater eye 
fatigue after reading e-books 
than after reading p-books. 
3) Students were sa",,
1436,pdf_image,MODULE 3_MindChange_part3#page=37#docs\pdf_images\MODULE 3_MindChange_part3\page_37_img3.png,M3-Q14,0.107,"Readings
RESULTS: 
1) there is a significant “book 
effect” on quiz scores →
compared to e-books, p-books 
appear to enable better 
reading comprehension
2) Regarding eye fatigue, students 
had significantly greater eye 
fatigue after reading e-books 
than after reading p-books. 
3) Students were sa",,
1437,pdf_image,MODULE 3_MindChange_part3#page=37#docs\pdf_images\MODULE 3_MindChange_part3\page_37_img4.png,M3-Q14,0.107,"Readings
RESULTS: 
1) there is a significant “book 
effect” on quiz scores →
compared to e-books, p-books 
appear to enable better 
reading comprehension
2) Regarding eye fatigue, students 
had significantly greater eye 
fatigue after reading e-books 
than after reading p-books. 
3) Students were sa",,
1438,pdf_image,MODULE 3_MindChange_part3#page=38#docs\pdf_images\MODULE 3_MindChange_part3\page_38_img1.png,M3-Q10,0.111,"Multitasking
• A distinguishing feature of 
digital technology is the 
temptation and opportunity it 
offers for multitasking
• In a survey of two thousand children between the ages of eight and 
eighteen, the time spent multitasking between more than one 
technology medium in 1999 was 16 percent bu",,
1439,pdf_image,MODULE 3_MindChange_part3#page=39#docs\pdf_images\MODULE 3_MindChange_part3\page_39_img1.png,M3-Q10,0.102,"Multitasking
• In a survey of U.S. college 
students, 38 percent said they 
could not go for more than ten 
minutes while studying without 
checking their laptop, 
smartphone, tablet, or e-reader
• Since media multitasking involves, by definition, shifting attention 
between multiple sources, much r",,
1440,pdf_image,MODULE 3_MindChange_part3#page=40#docs\pdf_images\MODULE 3_MindChange_part3\page_40_img1.png,M3-Q10,0.131,"Multitasking
• Chronic media multitasking is quickly becoming ubiquitous, 
although processing multiple incoming streams of information is 
considered a challenge for human cognition. 
• A series of experiments addressed whether there are 
systematic differences in information processing styles betw",,
