pdf_file,page_number,image_file,xref,width,height,context_snippet
MODULE 3_MindChange_part2.pdf,24,docs\pdf_images\MODULE 3_MindChange_part2\page_24_img2.png,106,181,181,"Striatum: the key area of the dilemma So one way of resolving the  chicken-and-egg problem  might be to say that a brain  predisposed to effective  sensorimotor coordination,  with an active dorsal  striatum, will have a..."
MODULE 3_MindChange_part2.pdf,24,docs\pdf_images\MODULE 3_MindChange_part2\page_24_img3.png,20,751,422,"Striatum: the key area of the dilemma So one way of resolving the  chicken-and-egg problem  might be to say that a brain  predisposed to effective  sensorimotor coordination,  with an active dorsal  striatum, will have a..."
MODULE 3_MindChange_part2.pdf,25,docs\pdf_images\MODULE 3_MindChange_part2\page_25_img1.png,26,400,300,Dopamine as crucial contributor  • A second way to solve the chicken-eggs problem is to  consider the dopamine. • Neuroscientists at Hammersmith Hospital in London  have shown that playing videogames directly results  in...
MODULE 3_MindChange_part2.pdf,26,docs\pdf_images\MODULE 3_MindChange_part2\page_26_img1.png,116,729,569,Arousal of different videogames • One investigation found different  patterns of arousal in different  types of gamers.  • Those who played excessive  amounts of first-person shooter  videogames had significantly  higher...
MODULE 3_MindChange_part2.pdf,27,docs\pdf_images\MODULE 3_MindChange_part2\page_27_img1.png,124,400,225,"Arousal of different videogames • MMORPG (Massive[ly]  Multiplayer Online Role-Playing  Game) players who gamed  excessively displayed significant  decreases in physiological arousal, which rose again  immediately after ..."
MODULE 3_MindChange_part2.pdf,28,docs\pdf_images\MODULE 3_MindChange_part2\page_28_img1.png,116,729,569,"Arousal of different videogames vs gambling • These differences in arousal for gamers are comparable to those  reported in the scientific literature on pathological gambling. • There are the thrill-seeking, impulsive add..."
MODULE 3_MindChange_part2.pdf,28,docs\pdf_images\MODULE 3_MindChange_part2\page_28_img2.png,124,400,225,"Arousal of different videogames vs gambling • These differences in arousal for gamers are comparable to those  reported in the scientific literature on pathological gambling. • There are the thrill-seeking, impulsive add..."
MODULE 3_MindChange_part2.pdf,29,docs\pdf_images\MODULE 3_MindChange_part2\page_29_img1.png,25,800,400,Chicken and eggs complication applies these disturbances in arousal regulation could be either a cause  of gaming addiction Or a consequence of it
MODULE 3_MindChange_part2.pdf,29,docs\pdf_images\MODULE 3_MindChange_part2\page_29_img2.png,67,438,438,Chicken and eggs complication applies these disturbances in arousal regulation could be either a cause  of gaming addiction Or a consequence of it
MODULE 3_MindChange_part2.pdf,29,docs\pdf_images\MODULE 3_MindChange_part2\page_29_img3.png,116,729,569,Chicken and eggs complication applies these disturbances in arousal regulation could be either a cause  of gaming addiction Or a consequence of it
MODULE 3_MindChange_part2.pdf,29,docs\pdf_images\MODULE 3_MindChange_part2\page_29_img4.png,124,400,225,Chicken and eggs complication applies these disturbances in arousal regulation could be either a cause  of gaming addiction Or a consequence of it
MODULE 3_MindChange_part2.pdf,31,docs\pdf_images\MODULE 3_MindChange_part2\page_31_img1.png,133,877,493,Videogames and rewards • MMORPGs have been studied because excessive gaming is most  commonly seen in MMORPGs • The reward structure built into the game influences the development  of excessive gaming • MMORPGs have intr...
MODULE 3_MindChange_part2.pdf,33,docs\pdf_images\MODULE 3_MindChange_part2\page_33_img1.png,138,621,526,From free time to aggression A crucial point related to videogames is related to aggression
MODULE 3_MindChange_part2.pdf,33,docs\pdf_images\MODULE 3_MindChange_part2\page_33_img2.png,27,259,194,From free time to aggression A crucial point related to videogames is related to aggression
MODULE 3_MindChange_part2.pdf,34,docs\pdf_images\MODULE 3_MindChange_part2\page_34_img1.png,138,621,526,Is there a link between aggression and  videogames? Violent videogames Especially “realistic” video games Increase aggression Increase aggression in real life ??? ???
MODULE 3_MindChange_part2.pdf,34,docs\pdf_images\MODULE 3_MindChange_part2\page_34_img2.png,27,259,194,Is there a link between aggression and  videogames? Violent videogames Especially “realistic” video games Increase aggression Increase aggression in real life ??? ???
MODULE 3_MindChange_part2.pdf,34,docs\pdf_images\MODULE 3_MindChange_part2\page_34_img3.png,28,600,400,Is there a link between aggression and  videogames? Violent videogames Especially “realistic” video games Increase aggression Increase aggression in real life ??? ???
MODULE 3_MindChange_part2.pdf,35,docs\pdf_images\MODULE 3_MindChange_part2\page_35_img1.png,143,798,186,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • This study tested the hypothesis that  violent video games are especially likely  to increase aggression when players  identify with violent game characters • N = 112 Dutch adol..."
MODULE 3_MindChange_part2.pdf,36,docs\pdf_images\MODULE 3_MindChange_part2\page_36_img1.png,162,235,215,"• After the videogame, participants competed with an ostensible  (pretended) partner on a reaction time task in which the winner could  blast the loser with loud noise through headphones, which served as  the measure of ..."
MODULE 3_MindChange_part2.pdf,36,docs\pdf_images\MODULE 3_MindChange_part2\page_36_img2.png,143,798,186,"• After the videogame, participants competed with an ostensible  (pretended) partner on a reaction time task in which the winner could  blast the loser with loud noise through headphones, which served as  the measure of ..."
MODULE 3_MindChange_part2.pdf,37,docs\pdf_images\MODULE 3_MindChange_part2\page_37_img1.png,162,235,215,"→MEASURE OF AGGRESSION VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Konijn, E. A., Nije Bijvank, M., and Bushman, B. J. (2007). I wish I were a  warrior: The role of wishful identification in the effects of violent  videogam..."
MODULE 3_MindChange_part2.pdf,37,docs\pdf_images\MODULE 3_MindChange_part2\page_37_img2.png,165,388,472,"→MEASURE OF AGGRESSION VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Konijn, E. A., Nije Bijvank, M., and Bushman, B. J. (2007). I wish I were a  warrior: The role of wishful identification in the effects of violent  videogam..."
MODULE 3_MindChange_part2.pdf,40,docs\pdf_images\MODULE 3_MindChange_part2\page_40_img1.png,172,318,159,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • This study investigates the hostile  expectation bias (i.e., tendency to  perceive hostile intent on the part of  others). • N = 136 French college students • They played either..."
MODULE 3_MindChange_part2.pdf,40,docs\pdf_images\MODULE 3_MindChange_part2\page_40_img2.png,27,259,194,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • This study investigates the hostile  expectation bias (i.e., tendency to  perceive hostile intent on the part of  others). • N = 136 French college students • They played either..."
MODULE 3_MindChange_part2.pdf,40,docs\pdf_images\MODULE 3_MindChange_part2\page_40_img3.png,174,300,168,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • This study investigates the hostile  expectation bias (i.e., tendency to  perceive hostile intent on the part of  others). • N = 136 French college students • They played either..."
MODULE 3_MindChange_part2.pdf,40,docs\pdf_images\MODULE 3_MindChange_part2\page_40_img4.png,175,251,201,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • This study investigates the hostile  expectation bias (i.e., tendency to  perceive hostile intent on the part of  others). • N = 136 French college students • They played either..."
MODULE 3_MindChange_part2.pdf,40,docs\pdf_images\MODULE 3_MindChange_part2\page_40_img5.png,177,1417,539,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • This study investigates the hostile  expectation bias (i.e., tendency to  perceive hostile intent on the part of  others). • N = 136 French college students • They played either..."
MODULE 3_MindChange_part2.pdf,41,docs\pdf_images\MODULE 3_MindChange_part2\page_41_img1.png,177,1417,539,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Finally, participants were told that they  would compete with an opponent  (actually a confederate) on a 25-trial  computer game in which they had to  respond to a visual cue fa..."
MODULE 3_MindChange_part2.pdf,41,docs\pdf_images\MODULE 3_MindChange_part2\page_41_img2.png,162,235,215,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Finally, participants were told that they  would compete with an opponent  (actually a confederate) on a 25-trial  computer game in which they had to  respond to a visual cue fa..."
MODULE 3_MindChange_part2.pdf,42,docs\pdf_images\MODULE 3_MindChange_part2\page_42_img1.png,182,400,749,"• As hypothesized, video game violence  increased the hostile expectation bias,  which, in turn, increased aggression. • Effects were larger for men than  women.  • Thus one reason why violent games  increase aggression ..."
MODULE 3_MindChange_part2.pdf,42,docs\pdf_images\MODULE 3_MindChange_part2\page_42_img2.png,175,251,201,"• As hypothesized, video game violence  increased the hostile expectation bias,  which, in turn, increased aggression. • Effects were larger for men than  women.  • Thus one reason why violent games  increase aggression ..."
MODULE 3_MindChange_part2.pdf,42,docs\pdf_images\MODULE 3_MindChange_part2\page_42_img3.png,183,161,207,"• As hypothesized, video game violence  increased the hostile expectation bias,  which, in turn, increased aggression. • Effects were larger for men than  women.  • Thus one reason why violent games  increase aggression ..."
MODULE 3_MindChange_part2.pdf,42,docs\pdf_images\MODULE 3_MindChange_part2\page_42_img4.png,184,138,229,"• As hypothesized, video game violence  increased the hostile expectation bias,  which, in turn, increased aggression. • Effects were larger for men than  women.  • Thus one reason why violent games  increase aggression ..."
MODULE 3_MindChange_part2.pdf,43,docs\pdf_images\MODULE 3_MindChange_part2\page_43_img1.png,187,945,401,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Moreover, these effects seem to  increase and last for several days."
MODULE 3_MindChange_part2.pdf,43,docs\pdf_images\MODULE 3_MindChange_part2\page_43_img2.png,188,471,361,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Moreover, these effects seem to  increase and last for several days."
MODULE 3_MindChange_part2.pdf,43,docs\pdf_images\MODULE 3_MindChange_part2\page_43_img3.png,189,471,426,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Moreover, these effects seem to  increase and last for several days."
MODULE 3_MindChange_part2.pdf,43,docs\pdf_images\MODULE 3_MindChange_part2\page_43_img4.png,175,251,201,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Moreover, these effects seem to  increase and last for several days."
MODULE 3_MindChange_part2.pdf,43,docs\pdf_images\MODULE 3_MindChange_part2\page_43_img5.png,162,235,215,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Moreover, these effects seem to  increase and last for several days."
MODULE 3_MindChange_part2.pdf,44,docs\pdf_images\MODULE 3_MindChange_part2\page_44_img1.png,192,979,380,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • The present study investigates  whether violent games increase  aggression by inducing stress in  players. Stress was measured using  cardiac coherence, defined as the  synchron..."
MODULE 3_MindChange_part2.pdf,44,docs\pdf_images\MODULE 3_MindChange_part2\page_44_img2.png,172,318,159,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • The present study investigates  whether violent games increase  aggression by inducing stress in  players. Stress was measured using  cardiac coherence, defined as the  synchron..."
MODULE 3_MindChange_part2.pdf,44,docs\pdf_images\MODULE 3_MindChange_part2\page_44_img3.png,27,259,194,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • The present study investigates  whether violent games increase  aggression by inducing stress in  players. Stress was measured using  cardiac coherence, defined as the  synchron..."
MODULE 3_MindChange_part2.pdf,44,docs\pdf_images\MODULE 3_MindChange_part2\page_44_img4.png,174,300,168,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • The present study investigates  whether violent games increase  aggression by inducing stress in  players. Stress was measured using  cardiac coherence, defined as the  synchron..."
MODULE 3_MindChange_part2.pdf,44,docs\pdf_images\MODULE 3_MindChange_part2\page_44_img5.png,162,235,215,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • The present study investigates  whether violent games increase  aggression by inducing stress in  players. Stress was measured using  cardiac coherence, defined as the  synchron..."
MODULE 3_MindChange_part2.pdf,44,docs\pdf_images\MODULE 3_MindChange_part2\page_44_img6.png,175,251,201,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • The present study investigates  whether violent games increase  aggression by inducing stress in  players. Stress was measured using  cardiac coherence, defined as the  synchron..."
MODULE 3_MindChange_part2.pdf,45,docs\pdf_images\MODULE 3_MindChange_part2\page_45_img1.png,192,979,380,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS"
MODULE 3_MindChange_part2.pdf,45,docs\pdf_images\MODULE 3_MindChange_part2\page_45_img2.png,195,958,415,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS"
MODULE 3_MindChange_part2.pdf,46,docs\pdf_images\MODULE 3_MindChange_part2\page_46_img1.png,192,979,380,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS As expected, violent video game players had lower  cardiac coherence levels and higher aggression levels  than did nonviolent game players.  This research offers another possible ..."
MODULE 3_MindChange_part2.pdf,46,docs\pdf_images\MODULE 3_MindChange_part2\page_46_img2.png,198,486,487,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS As expected, violent video game players had lower  cardiac coherence levels and higher aggression levels  than did nonviolent game players.  This research offers another possible ..."
MODULE 3_MindChange_part2.pdf,50,docs\pdf_images\MODULE 3_MindChange_part2\page_50_img1.png,207,1004,505,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • INTRODUCTION of the STUDY: Past research  shows that violent video game exposure  increases aggressive thoughts, angry  feelings, physiological arousal, aggressive  behaviors, a..."
MODULE 3_MindChange_part2.pdf,51,docs\pdf_images\MODULE 3_MindChange_part2\page_51_img1.png,207,1004,505,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 257 college students • Divided in 2 groups: violent or nonviolent video games • They played video games for 20m • Next, participants watched a 10-min videotape containing sc..."
MODULE 3_MindChange_part2.pdf,52,docs\pdf_images\MODULE 3_MindChange_part2\page_52_img1.png,207,1004,505,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Carnagey et al., (2007). The effect of videogame violence on physiological desensitization to real-life violence. Journal of  Experimental Social Psychology 43, no. 3, 489–496  Pa..."
MODULE 3_MindChange_part2.pdf,52,docs\pdf_images\MODULE 3_MindChange_part2\page_52_img2.png,212,490,415,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Carnagey et al., (2007). The effect of videogame violence on physiological desensitization to real-life violence. Journal of  Experimental Social Psychology 43, no. 3, 489–496  Pa..."
MODULE 3_MindChange_part2.pdf,53,docs\pdf_images\MODULE 3_MindChange_part2\page_53_img1.png,207,1004,505,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Carnagey et al., (2007). The effect of videogame violence on physiological desensitization to real-life violence. Journal of  Experimental Social Psychology 43, no. 3, 489–496  Pa..."
MODULE 3_MindChange_part2.pdf,53,docs\pdf_images\MODULE 3_MindChange_part2\page_53_img2.png,215,507,460,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Carnagey et al., (2007). The effect of videogame violence on physiological desensitization to real-life violence. Journal of  Experimental Social Psychology 43, no. 3, 489–496  Pa..."
MODULE 3_MindChange_part2.pdf,54,docs\pdf_images\MODULE 3_MindChange_part2\page_54_img1.png,207,1004,505,"General Aggression Model Carnagey et al., (2007). The effect of videogame violence on physiological desensitization to real-life violence. Journal of  Experimental Social Psychology 43, no. 3, 489–496  Aggressive behavio..."
MODULE 3_MindChange_part2.pdf,54,docs\pdf_images\MODULE 3_MindChange_part2\page_54_img2.png,218,813,580,"General Aggression Model Carnagey et al., (2007). The effect of videogame violence on physiological desensitization to real-life violence. Journal of  Experimental Social Psychology 43, no. 3, 489–496  Aggressive behavio..."
MODULE 3_MindChange_part2.pdf,55,docs\pdf_images\MODULE 3_MindChange_part2\page_55_img1.png,27,259,194,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Playing violent videogames has consequences on our behaviors. What  about our brain? behaviors ???"
MODULE 3_MindChange_part2.pdf,55,docs\pdf_images\MODULE 3_MindChange_part2\page_55_img2.png,67,438,438,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Playing violent videogames has consequences on our behaviors. What  about our brain? behaviors ???"
MODULE 3_MindChange_part2.pdf,55,docs\pdf_images\MODULE 3_MindChange_part2\page_55_img3.png,162,235,215,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • Playing violent videogames has consequences on our behaviors. What  about our brain? behaviors ???"
MODULE 3_MindChange_part2.pdf,56,docs\pdf_images\MODULE 3_MindChange_part2\page_56_img1.png,223,723,264,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • Watching violent scenes caused a change in activity in certain areas of their brains, and  specifically one..."
MODULE 3_MindChange_part2.pdf,56,docs\pdf_images\MODULE 3_MindChange_part2\page_56_img2.png,27,259,194,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • Watching violent scenes caused a change in activity in certain areas of their brains, and  specifically one..."
MODULE 3_MindChange_part2.pdf,56,docs\pdf_images\MODULE 3_MindChange_part2\page_56_img3.png,225,820,189,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • Watching violent scenes caused a change in activity in certain areas of their brains, and  specifically one..."
MODULE 3_MindChange_part2.pdf,57,docs\pdf_images\MODULE 3_MindChange_part2\page_57_img1.png,223,723,264,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • Gaming was also correlated with the deactivation of the amygdala, a brain region  normally linked to emotio..."
MODULE 3_MindChange_part2.pdf,57,docs\pdf_images\MODULE 3_MindChange_part2\page_57_img2.png,27,259,194,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • Gaming was also correlated with the deactivation of the amygdala, a brain region  normally linked to emotio..."
MODULE 3_MindChange_part2.pdf,57,docs\pdf_images\MODULE 3_MindChange_part2\page_57_img3.png,225,820,189,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • Gaming was also correlated with the deactivation of the amygdala, a brain region  normally linked to emotio..."
MODULE 3_MindChange_part2.pdf,58,docs\pdf_images\MODULE 3_MindChange_part2\page_58_img1.png,223,723,264,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • The brains of the gamers were therefore less sensitive and less  emotionally reactive to discrepant actions..."
MODULE 3_MindChange_part2.pdf,58,docs\pdf_images\MODULE 3_MindChange_part2\page_58_img2.png,27,259,194,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • The brains of the gamers were therefore less sensitive and less  emotionally reactive to discrepant actions..."
MODULE 3_MindChange_part2.pdf,58,docs\pdf_images\MODULE 3_MindChange_part2\page_58_img3.png,225,820,189,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 experienced gamers (18–26 years; average 14 hrs/week playing • The brains of the gamers were therefore less sensitive and less  emotionally reactive to discrepant actions..."
MODULE 3_MindChange_part2.pdf,59,docs\pdf_images\MODULE 3_MindChange_part2\page_59_img1.png,232,623,482,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 male research participants  were observed playing a latest- generation violent video game  (Tactical Ops: Assault on Terror).  Weber et al., (2006). Does playing violent ..."
MODULE 3_MindChange_part2.pdf,59,docs\pdf_images\MODULE 3_MindChange_part2\page_59_img2.png,233,414,500,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS • N = 13 male research participants  were observed playing a latest- generation violent video game  (Tactical Ops: Assault on Terror).  Weber et al., (2006). Does playing violent ..."
MODULE 3_MindChange_part2.pdf,60,docs\pdf_images\MODULE 3_MindChange_part2\page_60_img1.png,237,447,801,"VIDEOGAMES, AGGRESSION, AND RECKLESSNESS Results:  • Areas of the brain linked with emotion and empathy  (again the rostral cingulate cortex and the amygdala)  were less active during violent gaming • The authors suggest..."
MODULE 3_MindChange_part2.pdf,64,docs\pdf_images\MODULE 3_MindChange_part2\page_64_img1.png,25,800,400,Videogames and attention • N = 3000 children and adolescents tracked  over 3 years RESULTS: • Children who spent more time gaming had  more attention problems • Children who were more impulsive or had  more attention pro...
MODULE 3_MindChange_part2.pdf,65,docs\pdf_images\MODULE 3_MindChange_part2\page_65_img1.png,254,610,380,"Something good… • Research shows that gamers make  excellent drone pilots, and even  outperform real pilots on certain  tasks.  • In the same spirit, scientists at the  Duke School of Medicine have  investigated just how..."
MODULE 3_MindChange_part2.pdf,66,docs\pdf_images\MODULE 3_MindChange_part2\page_66_img1.png,257,731,235,"Something good… • N = 130 individuals (18– 53 years) • Divided in 2 groups: • Action video game  players • Non video game players • Task: identify letters in  specific positions of the  screen Appelbaum et al., (2013). A..."
MODULE 3_MindChange_part2.pdf,67,docs\pdf_images\MODULE 3_MindChange_part2\page_67_img1.png,257,731,235,"• The experienced gamers beat  their rookie counterparts,  proving that they could  respond to visual stimuli  much more quickly • “Gamers see the world  differently. They are able to  extract more information  from a vi..."
MODULE 3_MindChange_part2.pdf,67,docs\pdf_images\MODULE 3_MindChange_part2\page_67_img2.png,265,477,279,"• The experienced gamers beat  their rookie counterparts,  proving that they could  respond to visual stimuli  much more quickly • “Gamers see the world  differently. They are able to  extract more information  from a vi..."
MODULE 3_MindChange_part2.pdf,68,docs\pdf_images\MODULE 3_MindChange_part2\page_68_img1.png,268,361,123,Screen and visual attention • They were interested in whether  learning could improve performance in  different tasks other than those on  which the training was focused • Subjects were aged between 18 and 23  years. Div...
MODULE 3_MindChange_part2.pdf,69,docs\pdf_images\MODULE 3_MindChange_part2\page_69_img1.png,271,501,363,Screen and visual attention the habitual videogame players (VGPs)  outperformed the rookies (NVGPs)
MODULE 3_MindChange_part2.pdf,69,docs\pdf_images\MODULE 3_MindChange_part2\page_69_img2.png,272,471,356,Screen and visual attention the habitual videogame players (VGPs)  outperformed the rookies (NVGPs)
MODULE 3_MindChange_part2.pdf,69,docs\pdf_images\MODULE 3_MindChange_part2\page_69_img3.png,273,486,368,Screen and visual attention the habitual videogame players (VGPs)  outperformed the rookies (NVGPs)
MODULE 3_MindChange_part2.pdf,70,docs\pdf_images\MODULE 3_MindChange_part2\page_70_img1.png,276,501,751,"Screen and visual attention • Most significant, however, was that in a  final experiment (experiment 5) the  nonplayers who had been subsequently  trained on an action videogame showed  a marked improvement that transfer..."
MODULE 3_MindChange_part2.pdf,73,docs\pdf_images\MODULE 3_MindChange_part2\page_73_img1.png,284,1000,500,Screen and visual attention
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img1.png,25,402,242,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img2.png,26,299,168,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img3.png,33,228,192,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img4.png,34,253,199,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img5.png,36,740,416,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img6.png,22,171,280,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,2,docs\pdf_images\MODULE 3_MindChange_part3\page_2_img7.png,24,182,194,Conceptual map Conceptual map Change of the world Change of the brain FREE TIME LEARNING 1) Memory →google effect 2) Searching 3) Reading 4) Multitasking
MODULE 3_MindChange_part3.pdf,3,docs\pdf_images\MODULE 3_MindChange_part3\page_3_img1.png,39,700,291,Search information
MODULE 3_MindChange_part3.pdf,3,docs\pdf_images\MODULE 3_MindChange_part3\page_3_img2.png,40,980,490,Search information
MODULE 3_MindChange_part3.pdf,3,docs\pdf_images\MODULE 3_MindChange_part3\page_3_img3.png,41,509,400,Search information
MODULE 3_MindChange_part3.pdf,3,docs\pdf_images\MODULE 3_MindChange_part3\page_3_img4.png,26,299,168,Search information
MODULE 3_MindChange_part3.pdf,3,docs\pdf_images\MODULE 3_MindChange_part3\page_3_img5.png,42,678,381,Search information
MODULE 3_MindChange_part3.pdf,4,docs\pdf_images\MODULE 3_MindChange_part3\page_4_img1.png,46,677,350,Google effect • The present research explores  whether having online access  to search engines and databases has become a  primary transactive memory  source in itself. • Authors designed 4 different  experiments: EXPERI...
MODULE 3_MindChange_part3.pdf,5,docs\pdf_images\MODULE 3_MindChange_part3\page_5_img1.png,46,677,350,Google effect EXPERIMENT 1: • participants were tested in two  within-subject conditions • they answered either easy or  hard yes/no trivia questions in  two blocks.  PIZZA SCREEN Question: Which is the capital of Karnat...
MODULE 3_MindChange_part3.pdf,5,docs\pdf_images\MODULE 3_MindChange_part3\page_5_img2.png,49,132,24,Google effect EXPERIMENT 1: • participants were tested in two  within-subject conditions • they answered either easy or  hard yes/no trivia questions in  two blocks.  PIZZA SCREEN Question: Which is the capital of Karnat...
MODULE 3_MindChange_part3.pdf,5,docs\pdf_images\MODULE 3_MindChange_part3\page_5_img3.png,51,165,24,Google effect EXPERIMENT 1: • participants were tested in two  within-subject conditions • they answered either easy or  hard yes/no trivia questions in  two blocks.  PIZZA SCREEN Question: Which is the capital of Karnat...
MODULE 3_MindChange_part3.pdf,5,docs\pdf_images\MODULE 3_MindChange_part3\page_5_img4.png,53,441,20,Google effect EXPERIMENT 1: • participants were tested in two  within-subject conditions • they answered either easy or  hard yes/no trivia questions in  two blocks.  PIZZA SCREEN Question: Which is the capital of Karnat...
MODULE 3_MindChange_part3.pdf,5,docs\pdf_images\MODULE 3_MindChange_part3\page_5_img5.png,55,441,20,Google effect EXPERIMENT 1: • participants were tested in two  within-subject conditions • they answered either easy or  hard yes/no trivia questions in  two blocks.  PIZZA SCREEN Question: Which is the capital of Karnat...
MODULE 3_MindChange_part3.pdf,6,docs\pdf_images\MODULE 3_MindChange_part3\page_6_img1.png,46,677,350,"Google effect EXPERIMENT 1: • Each block was followed by a  modified Stroop task to test  reaction times to matched  computer (e.g. presentation of  wards such as “screen”, or  “google”) and everyday terms. < RTs for nam..."
MODULE 3_MindChange_part3.pdf,6,docs\pdf_images\MODULE 3_MindChange_part3\page_6_img2.png,64,132,24,"Google effect EXPERIMENT 1: • Each block was followed by a  modified Stroop task to test  reaction times to matched  computer (e.g. presentation of  wards such as “screen”, or  “google”) and everyday terms. < RTs for nam..."
MODULE 3_MindChange_part3.pdf,6,docs\pdf_images\MODULE 3_MindChange_part3\page_6_img3.png,66,165,24,"Google effect EXPERIMENT 1: • Each block was followed by a  modified Stroop task to test  reaction times to matched  computer (e.g. presentation of  wards such as “screen”, or  “google”) and everyday terms. < RTs for nam..."
MODULE 3_MindChange_part3.pdf,7,docs\pdf_images\MODULE 3_MindChange_part3\page_7_img1.png,46,677,350,Google effect EXPERIMENT 1: • Paired within-subject t tests were  conducted on color-naming reaction  times to computer and general words  after the easy and difficult question  blocks. • RESULTS: computer words were mor...
MODULE 3_MindChange_part3.pdf,7,docs\pdf_images\MODULE 3_MindChange_part3\page_7_img2.png,49,132,24,Google effect EXPERIMENT 1: • Paired within-subject t tests were  conducted on color-naming reaction  times to computer and general words  after the easy and difficult question  blocks. • RESULTS: computer words were mor...
MODULE 3_MindChange_part3.pdf,7,docs\pdf_images\MODULE 3_MindChange_part3\page_7_img3.png,51,165,24,Google effect EXPERIMENT 1: • Paired within-subject t tests were  conducted on color-naming reaction  times to computer and general words  after the easy and difficult question  blocks. • RESULTS: computer words were mor...
